age,age_cat,score_text,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,sex_Male,c_charge_degree_M
26,25 - 45,Low,1,-1.0,2,0,0,2013-02-12 03:08:29,2013-02-13 08:21:18,False,False,False,False,False,True,False
22,Less than 25,Medium,1,-1.0,7,1,1,2014-10-13 05:23:51,2014-10-19 09:32:41,False,False,False,False,False,True,False
50,Greater than 45,Low,0,0.0,1,0,0,2013-05-11 03:05:18,2013-05-13 07:50:55,False,True,False,False,False,True,False
26,25 - 45,Low,0,0.0,4,0,0,2013-04-27 02:42:38,2013-04-27 07:36:35,False,True,False,False,False,True,False
44,25 - 45,Low,1,-3.0,1,0,0,2013-08-16 09:32:39,2013-08-17 06:40:59,False,True,False,False,False,False,False
24,Less than 25,Low,0,-1.0,2,1,1,2014-02-18 01:35:21,2014-02-19 10:08:11,False,True,False,False,False,True,False
53,Greater than 45,Medium,13,-1.0,5,0,0,2013-01-22 09:49:03,2013-01-24 05:38:32,False,False,False,False,False,True,True
20,Less than 25,Low,0,-2.0,4,1,1,2014-09-01 11:43:59,2014-09-02 07:43:04,False,False,True,False,False,True,True
55,Greater than 45,High,17,-1.0,10,1,1,2013-04-26 06:25:43,2013-05-22 05:48:32,False,False,False,False,False,True,False
26,25 - 45,Low,0,-1.0,4,1,1,2013-09-20 05:36:25,2013-09-21 09:55:44,False,False,False,False,False,True,False
26,25 - 45,High,1,-1.0,9,1,1,2013-09-13 11:20:38,2013-09-14 07:13:20,False,False,False,False,False,True,False
33,25 - 45,Low,2,-1.0,4,0,0,2014-03-17 09:15:29,2014-03-31 10:02:05,False,True,False,False,False,False,False
23,Less than 25,Low,0,-1.0,2,0,0,2013-09-23 09:18:09,2013-09-24 08:49:29,False,False,False,False,False,True,False
34,25 - 45,Low,0,0.0,1,0,0,2013-03-31 12:16:34,2013-03-31 05:04:52,False,False,False,False,False,True,False
27,25 - 45,Medium,0,0.0,5,0,0,2013-12-28 11:18:59,2013-12-29 06:17:42,False,True,False,False,False,False,True
34,25 - 45,Low,0,-1.0,1,0,0,2014-01-25 09:03:48,2014-01-26 06:20:03,False,False,False,False,False,False,False
25,25 - 45,Low,0,-3.0,3,0,0,2013-04-26 05:54:05,2013-04-26 08:05:35,False,False,True,False,False,False,True
36,25 - 45,Low,3,-1.0,2,1,1,2013-10-29 03:05:24,2013-10-31 12:47:14,False,False,False,False,False,True,True
34,25 - 45,Low,5,-1.0,4,0,0,2013-12-03 09:45:00,2013-12-04 08:51:32,False,False,False,False,False,True,True
27,25 - 45,Low,1,-1.0,2,1,1,2014-07-08 12:21:10,2014-07-09 09:28:42,False,False,False,False,True,True,False
24,Less than 25,High,14,-1.0,10,1,1,2013-05-17 05:23:41,2013-11-13 05:58:39,False,False,False,False,False,True,False
22,Less than 25,High,0,-1.0,8,0,0,2013-12-04 07:09:34,2013-12-05 09:19:46,False,False,False,False,False,False,False
44,25 - 45,Low,4,-1.0,2,0,0,2013-07-31 07:09:10,2013-08-02 04:53:29,False,True,False,False,False,True,False
30,25 - 45,Low,1,-1.0,1,1,1,2014-02-24 06:45:36,2014-02-25 10:30:17,False,True,False,False,False,True,False
32,25 - 45,Low,3,-1.0,4,0,0,2013-03-31 05:22:21,2013-04-01 02:19:01,False,False,False,False,False,True,False
20,Less than 25,Medium,0,-1.0,5,1,1,2014-01-09 07:16:04,2014-01-11 03:32:05,False,False,False,False,False,True,False
54,Greater than 45,Low,2,-26.0,1,0,0,2013-12-21 05:27:36,2013-12-22 01:10:00,False,False,False,False,False,True,True
96,Greater than 45,Low,2,-3.0,2,1,1,2014-03-28 12:45:33,2014-03-29 09:09:59,False,False,True,False,False,True,False
33,25 - 45,Low,4,-1.0,3,1,1,2014-01-23 08:20:35,2014-01-25 04:12:43,False,False,False,False,True,True,False
39,25 - 45,High,10,-1.0,9,0,0,2013-01-11 12:37:30,2013-02-21 07:26:22,False,False,False,False,False,True,True
20,Less than 25,Medium,0,-1.0,6,1,1,2014-11-21 04:19:03,2014-12-16 09:09:48,False,False,True,False,False,True,False
34,25 - 45,Low,0,0.0,1,0,0,2013-08-07 12:09:52,2013-10-23 11:18:41,False,False,True,False,False,True,True
33,25 - 45,Low,0,-1.0,1,0,0,2013-04-10 11:35:35,2013-04-11 07:36:36,False,True,False,False,False,True,False
26,25 - 45,High,24,-1.0,10,1,1,2013-01-12 11:37:16,2013-04-08 08:36:41,False,False,False,False,False,True,True
25,25 - 45,Low,1,-2.0,4,1,1,2013-07-27 02:28:39,2013-07-28 02:02:11,False,True,False,False,False,False,True
30,25 - 45,Low,0,-1.0,2,0,0,2013-09-05 10:47:19,2013-09-06 11:08:59,False,True,False,False,False,False,True
22,Less than 25,Medium,1,-1.0,5,1,1,2013-09-16 07:00:48,2013-09-17 12:10:48,False,True,False,False,False,True,False
41,25 - 45,Low,0,-1.0,1,0,0,2013-08-05 05:06:05,2013-08-09 03:55:02,False,True,False,False,False,True,False
68,Greater than 45,Low,6,-1.0,4,0,0,2013-09-21 10:10:59,2013-09-24 04:44:52,False,False,False,False,False,True,True
46,Greater than 45,Low,1,-2.0,1,0,0,2013-07-24 11:48:45,2013-07-26 10:35:23,False,True,False,False,False,True,True
31,25 - 45,Low,5,-1.0,4,1,0,2013-12-16 07:40:55,2013-12-18 10:47:22,False,False,False,False,False,True,False
20,Less than 25,High,0,-1.0,9,1,1,2014-12-27 04:57:38,2014-12-28 01:50:47,False,False,False,False,False,True,False
27,25 - 45,High,6,0.0,8,1,1,2013-01-04 01:40:15,2013-01-04 06:08:10,False,False,False,False,False,True,False
34,25 - 45,Low,5,-1.0,3,1,0,2013-04-16 01:11:17,2013-04-17 05:45:35,False,False,False,False,False,False,False
21,Less than 25,Medium,1,-1.0,7,0,0,2014-01-27 07:40:16,2014-01-28 01:36:11,False,False,False,False,False,True,False
42,25 - 45,Low,0,-1.0,2,0,0,2013-03-27 02:21:15,2013-03-28 07:29:08,False,True,False,False,False,False,True
24,Less than 25,Medium,1,-1.0,7,0,0,2013-01-25 07:16:34,2013-01-26 07:21:49,False,True,False,False,False,True,False
22,Less than 25,High,1,0.0,8,1,1,2013-11-19 12:23:13,2013-11-19 08:18:36,False,False,False,False,False,True,False
33,25 - 45,Medium,3,-2.0,6,1,1,2013-05-16 09:22:15,2013-05-18 06:56:41,False,True,False,False,False,False,False
37,25 - 45,Low,0,-1.0,1,0,0,2014-03-07 06:26:42,2014-03-08 09:43:00,False,True,False,False,False,False,True
27,25 - 45,Low,1,-1.0,3,1,1,2013-03-14 01:03:47,2013-03-15 07:56:24,False,False,False,False,False,True,False
28,25 - 45,Medium,5,0.0,7,1,1,2014-08-25 02:53:15,2014-08-26 05:00:56,False,False,False,False,False,True,True
42,25 - 45,Low,0,-3.0,2,0,0,2013-05-25 04:27:15,2013-05-26 07:10:19,False,True,False,False,False,False,False
54,Greater than 45,Medium,10,0.0,6,0,0,2013-03-20 01:48:12,2013-04-19 07:33:20,False,False,False,False,False,True,False
26,25 - 45,Low,2,-1.0,4,1,1,2013-03-09 07:15:19,2013-03-10 01:31:38,False,False,False,False,False,False,True
49,Greater than 45,Low,4,0.0,2,0,0,2014-02-03 12:18:15,2014-03-11 08:20:05,False,False,False,False,False,True,True
55,Greater than 45,Low,2,-1.0,1,0,0,2013-05-17 01:50:39,2013-05-30 08:03:27,False,True,False,False,False,True,True
51,Greater than 45,Low,1,-1.0,3,0,0,2013-03-05 08:37:31,2013-03-08 11:12:12,False,False,True,False,False,True,False
23,Less than 25,Medium,2,-1.0,5,1,1,2014-08-15 07:16:13,2014-09-07 01:37:18,False,False,False,False,False,True,False
56,Greater than 45,Medium,16,-1.0,5,0,0,2013-02-16 11:36:19,2013-02-17 01:39:22,False,False,False,False,False,True,False
22,Less than 25,Medium,3,-1.0,7,0,0,2013-02-13 05:57:01,2013-05-30 09:53:38,False,False,False,False,False,True,False
59,Greater than 45,Low,4,-2.0,3,1,1,2013-11-13 07:46:49,2013-11-14 08:09:19,False,False,False,False,False,True,False
55,Greater than 45,Low,0,-3.0,1,0,0,2014-02-09 09:45:01,2014-02-10 09:40:24,False,True,False,False,False,False,True
31,25 - 45,Medium,5,0.0,6,1,1,2013-03-04 01:27:32,2013-03-04 08:33:14,False,True,False,False,False,True,False
22,Less than 25,Medium,0,-1.0,7,1,1,2013-02-14 11:00:19,2013-02-16 01:39:44,False,False,False,False,False,True,False
28,25 - 45,Low,0,-1.0,2,0,0,2013-04-25 09:33:39,2013-04-26 08:16:52,False,True,False,False,False,False,True
33,25 - 45,Low,2,0.0,2,0,0,2013-10-22 04:22:46,2013-10-22 07:31:15,False,False,False,False,False,False,False
39,25 - 45,Low,0,-1.0,1,0,0,2013-05-23 08:14:20,2013-05-24 11:46:12,False,False,False,False,True,False,False
54,Greater than 45,Low,0,-1.0,2,0,0,2013-11-24 07:56:57,2013-11-26 09:41:51,False,True,False,False,False,True,False
35,25 - 45,Medium,5,-1.0,6,1,1,2013-09-05 12:06:51,2013-09-07 02:41:31,False,False,False,False,False,True,False
53,Greater than 45,Low,18,0.0,2,0,0,2013-09-06 03:05:03,2013-09-07 05:14:11,False,False,True,False,False,True,False
35,25 - 45,Low,3,-26.0,2,1,1,2013-08-31 06:56:59,2013-09-01 01:34:57,False,False,False,False,False,True,True
37,25 - 45,High,16,-1.0,8,1,1,2014-06-17 01:17:25,2014-06-19 03:41:00,False,False,False,False,False,True,False
30,25 - 45,Low,0,-1.0,2,0,0,2013-02-24 08:50:29,2013-03-02 06:34:47,False,False,False,False,True,True,False
26,25 - 45,Medium,7,-1.0,6,0,0,2013-05-21 05:19:13,2013-07-29 04:36:22,False,True,False,False,False,True,True
39,25 - 45,Low,0,-1.0,1,0,0,2013-01-27 10:35:20,2013-01-28 06:46:53,False,False,False,False,False,True,True
39,25 - 45,High,22,-1.0,10,1,1,2014-02-08 09:20:45,2014-02-12 09:20:16,False,False,False,False,False,False,False
36,25 - 45,Medium,2,-1.0,5,0,0,2013-03-10 07:15:50,2013-03-11 01:32:19,False,False,False,False,False,True,False
39,25 - 45,Medium,0,0.0,5,1,1,2013-02-22 12:24:36,2013-04-21 04:55:49,False,False,False,False,False,False,False
28,25 - 45,Low,1,0.0,2,0,0,2013-05-14 02:30:57,2013-05-14 07:42:24,False,False,False,False,True,False,False
24,Less than 25,Medium,0,-1.0,5,0,0,2013-09-04 07:48:04,2013-09-06 08:35:11,False,False,False,False,False,True,False
39,25 - 45,Low,0,0.0,1,0,0,2013-04-07 02:47:23,2013-04-07 06:33:09,False,False,True,False,False,True,False
33,25 - 45,Low,1,-1.0,1,0,0,2013-04-30 12:54:45,2013-05-02 12:26:52,False,False,False,False,False,False,True
25,25 - 45,Low,1,-23.0,3,1,1,2013-06-29 02:51:35,2013-06-30 02:38:48,False,False,False,False,False,True,False
51,Greater than 45,Low,4,-28.0,1,0,0,2013-01-16 08:10:42,2013-01-18 04:32:26,False,False,False,False,False,True,False
30,25 - 45,High,4,-1.0,10,0,0,2013-09-26 07:37:18,2013-11-19 09:00:53,False,False,False,False,False,True,True
60,Greater than 45,Low,0,-1.0,1,0,0,2013-05-19 06:07:29,2013-05-20 06:56:01,False,False,True,False,False,True,False
45,Greater than 45,Low,4,-1.0,1,1,1,2013-01-05 02:05:58,2013-01-09 09:59:27,False,True,False,False,False,True,True
21,Less than 25,High,1,-1.0,9,1,1,2014-03-06 12:32:09,2014-03-07 08:52:30,False,False,False,False,False,True,False
22,Less than 25,Low,0,-1.0,4,1,1,2013-11-12 03:57:04,2013-11-13 01:01:29,False,False,False,False,False,True,False
40,25 - 45,Medium,4,-1.0,5,1,1,2014-02-17 06:02:18,2014-02-18 01:20:42,False,True,False,False,False,True,False
25,25 - 45,Medium,1,0.0,5,0,0,2013-10-30 02:46:22,2013-10-30 08:28:58,False,False,False,False,False,True,False
54,Greater than 45,Low,1,-1.0,1,0,0,2013-02-15 11:29:24,2013-02-16 01:02:04,False,True,False,False,False,True,False
21,Less than 25,Low,1,-1.0,4,1,1,2013-03-29 03:55:07,2013-03-30 08:07:03,False,False,False,False,False,True,True
29,25 - 45,Medium,1,-2.0,5,1,1,2014-06-01 03:16:47,2014-06-03 10:28:03,False,True,False,False,False,False,True
19,Less than 25,High,0,-1.0,8,1,1,2014-07-06 03:06:43,2014-07-07 07:43:34,False,False,False,False,False,False,True
37,25 - 45,Medium,8,-1.0,5,0,0,2013-02-13 06:27:07,2013-02-14 08:49:30,False,False,False,False,False,True,True
19,Less than 25,Medium,0,-1.0,6,1,1,2014-07-03 09:58:44,2014-07-06 04:26:19,False,True,False,False,False,True,True
63,Greater than 45,Low,2,-1.0,1,0,0,2014-03-28 11:14:31,2014-03-30 04:46:03,False,False,False,False,False,True,True
53,Greater than 45,Low,2,-2.0,1,0,0,2013-05-01 05:14:23,2013-05-02 05:04:15,False,True,False,False,False,True,False
58,Greater than 45,Low,0,-1.0,1,1,1,2013-10-10 02:21:54,2013-10-11 09:09:01,False,False,False,False,True,False,False
32,25 - 45,Low,0,-1.0,2,1,1,2014-04-29 07:01:50,2014-04-30 01:40:29,False,True,False,False,False,True,False
27,25 - 45,High,0,0.0,8,1,1,2013-12-05 03:52:06,2013-12-05 08:05:45,False,True,False,False,False,False,True
32,25 - 45,Low,1,-3.0,2,0,0,2013-03-22 08:37:29,2013-03-23 07:50:59,False,False,True,False,False,False,False
31,25 - 45,Medium,6,-1.0,5,0,0,2013-01-25 03:14:43,2013-01-26 08:15:46,False,True,False,False,False,True,True
41,25 - 45,Low,3,-1.0,1,0,0,2013-04-13 07:21:37,2013-04-14 02:55:27,False,True,False,False,False,True,True
26,25 - 45,Medium,5,-1.0,7,1,1,2014-03-19 04:37:45,2014-03-20 10:04:33,False,False,False,False,False,False,False
38,25 - 45,Low,4,-1.0,2,1,1,2013-02-03 11:59:25,2013-02-05 11:05:50,False,True,False,False,False,True,True
44,25 - 45,Low,0,-1.0,1,0,0,2013-05-12 06:53:23,2013-05-17 12:00:04,False,False,False,False,True,True,False
49,Greater than 45,Low,0,0.0,1,0,0,2013-03-23 12:39:51,2013-03-23 07:51:22,False,True,False,False,False,False,False
27,25 - 45,Low,6,-1.0,4,1,0,2013-10-18 01:19:43,2013-10-19 08:00:03,False,True,False,False,False,True,False
31,25 - 45,Low,0,-3.0,2,0,0,2013-12-13 09:11:19,2013-12-14 03:44:07,False,True,False,False,False,False,True
28,25 - 45,Low,1,-1.0,2,0,0,2013-02-20 07:08:26,2013-02-21 02:17:32,False,False,False,False,False,False,False
25,25 - 45,Low,0,-1.0,2,0,0,2014-01-28 10:39:22,2014-01-29 08:33:42,False,False,False,False,True,False,False
21,Less than 25,High,1,-1.0,9,1,1,2013-04-22 09:32:59,2013-04-25 03:58:52,False,False,False,False,False,True,False
49,Greater than 45,Low,2,-1.0,3,0,0,2013-09-18 08:32:20,2013-12-09 08:40:42,False,True,False,False,False,False,True
45,Greater than 45,Medium,5,-4.0,5,1,1,2014-10-02 02:26:05,2014-10-03 02:43:26,False,True,False,False,False,True,False
51,Greater than 45,Low,0,-3.0,1,0,0,2014-03-21 10:24:01,2014-03-22 01:21:00,False,False,True,False,False,False,True
44,25 - 45,Low,0,0.0,1,0,0,2013-09-11 04:56:33,2013-09-11 08:34:19,False,False,False,False,False,False,False
23,Less than 25,High,1,-1.0,10,1,1,2013-02-22 03:33:10,2013-02-24 02:27:32,False,False,False,False,False,True,False
30,25 - 45,Medium,3,0.0,6,1,1,2013-09-26 04:53:11,2013-10-08 05:32:22,False,False,False,False,False,False,False
55,Greater than 45,Low,0,0.0,1,0,0,2013-03-01 04:41:49,2013-03-02 05:03:07,False,True,False,False,False,True,True
49,Greater than 45,Medium,0,-1.0,7,1,1,2013-09-20 05:30:49,2013-09-22 01:59:44,False,True,False,False,False,True,False
39,25 - 45,Low,3,-21.0,4,0,0,2013-05-08 10:08:57,2013-05-22 07:51:07,False,False,True,False,False,True,False
26,25 - 45,Low,1,-23.0,4,0,0,2014-01-04 11:01:26,2014-01-05 04:59:52,False,False,False,False,False,False,True
21,Less than 25,High,3,0.0,8,1,1,2013-10-07 11:38:45,2013-10-25 10:48:20,False,False,False,False,False,True,True
24,Less than 25,High,7,-1.0,9,0,0,2013-05-08 07:17:42,2013-05-09 08:54:08,False,False,False,False,False,True,True
45,Greater than 45,Low,10,-1.0,3,1,1,2013-10-03 02:44:50,2013-10-04 08:37:26,False,False,False,False,False,True,False
33,25 - 45,High,7,-1.0,8,1,1,2013-12-16 02:37:00,2014-04-11 03:13:00,False,False,False,False,True,True,False
46,Greater than 45,Low,5,-1.0,1,1,1,2013-01-05 01:19:31,2013-07-26 03:18:51,False,False,False,False,False,True,False
28,25 - 45,Low,3,-1.0,2,0,0,2013-08-23 12:58:10,2013-08-24 09:05:06,False,False,False,False,False,True,False
47,Greater than 45,High,3,-1.0,8,1,1,2014-11-11 02:09:00,2014-12-20 08:22:02,False,False,False,False,False,True,False
29,25 - 45,Medium,9,-1.0,7,1,1,2013-11-26 10:27:58,2013-12-11 04:13:09,False,False,False,False,False,False,False
29,25 - 45,High,8,-1.0,8,1,1,2014-10-25 10:44:14,2014-10-28 05:22:44,False,False,False,False,False,True,False
74,Greater than 45,Low,0,-1.0,1,0,0,2013-11-14 03:06:45,2013-11-14 07:37:54,False,True,False,False,False,False,True
25,25 - 45,Low,1,-1.0,3,0,0,2013-02-24 06:37:00,2013-02-28 08:18:55,False,False,False,False,False,False,False
32,25 - 45,Medium,0,-1.0,6,1,1,2014-11-09 06:54:58,2014-11-14 04:55:23,False,True,False,False,False,True,False
27,25 - 45,Medium,8,-1.0,5,0,0,2013-02-21 07:20:51,2013-04-30 10:43:29,False,True,False,False,False,True,False
21,Less than 25,Low,0,0.0,4,0,0,2013-08-06 03:34:21,2013-08-07 08:33:52,False,False,False,False,False,True,True
28,25 - 45,Low,3,-1.0,3,0,0,2014-02-12 07:14:00,2014-02-13 09:25:50,False,True,False,False,False,True,False
21,Less than 25,Low,1,-5.0,4,0,0,2014-02-20 10:39:19,2014-02-21 08:22:00,False,True,False,False,False,True,False
26,25 - 45,Low,0,0.0,2,0,0,2013-03-31 02:52:44,2013-09-20 10:30:37,False,False,True,False,False,True,False
22,Less than 25,Medium,2,-1.0,6,0,0,2014-03-22 11:52:10,2014-03-23 08:29:09,False,False,False,False,False,True,False
40,25 - 45,Low,6,-1.0,4,0,0,2013-05-01 09:47:42,2013-05-02 04:48:43,False,True,False,False,False,True,False
33,25 - 45,Medium,5,0.0,6,1,1,2013-02-05 02:32:29,2013-06-04 09:05:37,False,True,False,False,False,True,False
23,Less than 25,Medium,2,-20.0,6,0,0,2013-12-13 02:14:06,2013-12-21 02:08:04,False,True,False,False,False,True,False
31,25 - 45,Medium,10,-1.0,6,1,1,2013-01-19 07:47:37,2013-07-20 05:53:31,False,False,False,False,False,True,False
26,25 - 45,Low,0,-1.0,4,0,0,2013-12-09 11:19:57,2013-12-12 09:19:18,False,True,False,False,False,True,True
31,25 - 45,Low,3,-1.0,1,1,1,2013-05-03 12:37:24,2013-05-04 05:39:19,False,False,False,False,True,True,True
25,25 - 45,High,5,-1.0,9,1,1,2013-04-23 11:49:35,2013-04-24 07:42:26,False,False,False,False,False,False,False
62,Greater than 45,Low,0,-1.0,1,0,0,2013-05-12 05:43:25,2013-05-15 07:42:03,False,True,False,False,False,True,False
44,25 - 45,Low,1,0.0,3,0,0,2013-01-29 06:36:33,2013-01-29 08:34:07,False,False,False,False,False,True,True
69,Greater than 45,Medium,22,-1.0,5,0,0,2014-02-05 05:31:46,2014-02-06 09:10:18,False,False,False,False,False,True,True
35,25 - 45,Low,3,-1.0,1,1,1,2013-01-20 05:18:14,2013-01-21 07:52:22,False,False,False,False,True,True,True
28,25 - 45,Low,3,-1.0,2,1,1,2014-04-16 02:36:17,2014-04-24 05:51:07,False,False,False,False,False,True,True
24,Less than 25,Low,0,-1.0,2,0,0,2014-01-16 10:15:11,2014-01-17 01:26:50,False,False,False,False,False,False,True
22,Less than 25,Low,0,-1.0,2,0,0,2014-02-10 10:29:08,2014-02-11 01:22:50,False,False,True,False,False,False,True
36,25 - 45,Low,3,-1.0,4,1,1,2013-11-04 12:26:37,2013-12-20 09:17:28,False,False,False,False,True,True,True
27,25 - 45,Low,1,-1.0,4,0,0,2013-12-28 10:43:59,2014-01-03 08:51:14,False,False,False,False,True,True,False
34,25 - 45,Medium,16,-1.0,6,1,1,2014-01-11 07:02:16,2014-01-12 08:16:38,False,True,False,False,False,True,False
22,Less than 25,Low,1,-1.0,3,1,1,2013-02-15 11:39:43,2013-02-16 01:26:38,False,True,False,False,False,True,False
23,Less than 25,High,2,16.0,10,1,1,2013-03-02 04:43:32,2013-06-26 08:30:17,False,False,False,False,False,False,False
25,25 - 45,Low,2,-23.0,4,0,0,2013-03-11 01:09:41,2013-03-29 10:21:52,False,False,False,False,False,True,False
26,25 - 45,Low,1,-2.0,4,1,0,2013-06-01 08:03:30,2013-06-02 01:57:09,False,True,False,False,False,False,True
38,25 - 45,Low,0,-1.0,1,0,0,2014-01-01 07:04:41,2014-01-02 04:12:39,False,False,False,False,True,False,False
61,Greater than 45,Low,0,-1.0,1,0,0,2013-12-03 03:18:00,2013-12-04 09:09:14,False,True,False,False,False,False,False
34,25 - 45,Low,5,-1.0,2,1,1,2013-03-31 06:26:28,2013-04-09 11:12:28,False,False,False,False,False,False,False
25,25 - 45,Medium,4,-1.0,5,1,1,2013-04-08 05:49:48,2013-05-10 05:42:55,False,False,False,False,False,True,False
24,Less than 25,Low,1,0.0,4,1,1,2014-12-12 03:32:28,2014-12-12 08:27:05,False,False,False,False,False,False,True
34,25 - 45,Medium,2,-1.0,7,1,1,2013-04-21 11:50:41,2013-04-22 07:29:47,False,True,False,False,False,True,False
27,25 - 45,Medium,6,-1.0,5,1,1,2014-11-14 10:20:22,2014-11-24 10:35:08,False,False,False,False,False,True,False
27,25 - 45,Low,0,-1.0,2,0,0,2013-05-07 11:30:29,2013-05-09 04:30:45,False,True,False,False,False,True,True
22,Less than 25,High,0,-1.0,8,1,1,2014-05-22 06:29:14,2014-05-23 08:19:39,False,False,False,False,False,True,False
45,Greater than 45,Low,1,-1.0,1,0,0,2013-08-24 06:22:37,2013-08-26 08:51:07,False,False,False,False,False,True,True
27,25 - 45,Low,1,-1.0,3,1,1,2013-02-20 09:27:13,2013-02-21 12:19:53,False,True,False,False,False,True,True
43,25 - 45,Low,2,-1.0,2,1,1,2014-02-03 05:19:15,2014-02-05 03:43:14,False,False,False,False,False,False,False
25,25 - 45,Low,2,-1.0,4,1,1,2013-02-24 04:07:52,2013-02-25 02:08:18,False,False,False,False,False,True,False
59,Greater than 45,Low,0,-1.0,2,1,1,2014-06-12 12:34:37,2014-06-13 10:47:47,False,True,False,False,False,True,True
32,25 - 45,Low,0,0.0,2,0,0,2013-08-27 05:00:17,2013-08-27 06:54:07,False,False,False,False,False,False,False
22,Less than 25,Medium,1,-1.0,7,0,0,2013-09-10 10:34:03,2013-09-11 02:00:32,False,True,False,False,False,False,False
52,Greater than 45,Low,2,-1.0,1,0,0,2013-05-08 02:05:44,2013-05-09 09:08:14,False,True,False,False,False,True,True
28,25 - 45,Medium,0,-1.0,5,0,0,2013-01-13 04:58:10,2013-01-14 06:50:27,False,True,False,False,False,False,False
26,25 - 45,Medium,10,7.0,7,1,1,2014-10-29 01:39:00,2014-10-29 08:28:41,False,True,False,False,False,True,False
30,25 - 45,High,11,-1.0,9,1,1,2014-08-05 03:19:41,2014-08-06 08:40:28,False,False,False,False,False,True,True
22,Less than 25,Low,2,-1.0,4,0,0,2013-08-21 01:46:04,2013-08-22 09:03:13,False,True,False,False,False,True,False
39,25 - 45,Medium,9,-1.0,5,1,1,2013-03-20 08:06:14,2013-03-21 10:39:06,False,True,False,False,False,True,False
37,25 - 45,Medium,8,0.0,6,0,0,2013-03-02 01:21:18,2013-03-03 04:34:08,False,False,False,False,False,True,False
34,25 - 45,Low,1,-5.0,3,0,0,2013-06-01 10:35:08,2013-06-05 06:03:38,False,False,True,False,False,False,True
32,25 - 45,Low,0,-1.0,1,0,0,2013-09-11 03:41:17,2013-09-12 08:28:43,True,False,False,False,False,True,True
20,Less than 25,High,0,0.0,8,0,0,2014-03-23 12:24:11,2014-03-23 09:07:20,False,False,False,False,False,False,False
24,Less than 25,Low,2,0.0,3,1,1,2013-05-01 05:10:52,2013-05-03 03:49:31,False,False,False,False,False,True,False
25,25 - 45,High,7,-1.0,8,1,1,2014-02-24 04:26:33,2014-07-01 09:26:10,False,False,False,False,False,True,False
70,Greater than 45,Low,0,-1.0,1,0,0,2014-02-08 11:37:08,2014-02-09 01:58:03,False,True,False,False,False,True,True
29,25 - 45,High,8,-1.0,10,1,1,2014-03-12 04:15:38,2014-03-19 02:55:41,False,False,False,False,False,True,False
36,25 - 45,Medium,5,-1.0,5,1,1,2013-01-23 03:15:23,2013-01-24 06:43:56,False,False,False,False,False,True,True
23,Less than 25,Low,0,-1.0,3,0,0,2013-10-12 10:31:42,2013-10-25 08:54:33,False,False,False,False,False,True,True
33,25 - 45,Medium,3,-1.0,6,1,1,2014-10-25 06:21:38,2014-11-03 11:00:22,False,False,False,False,False,False,False
42,25 - 45,Medium,5,-1.0,6,0,0,2013-11-25 03:04:52,2013-11-28 02:16:07,False,False,False,False,False,True,False
40,25 - 45,High,5,0.0,9,1,1,2013-01-02 03:03:13,2013-02-26 06:26:53,False,False,False,False,False,True,False
42,25 - 45,Low,0,-1.0,4,0,0,2013-10-15 10:30:48,2013-10-16 08:02:49,False,True,False,False,False,True,True
25,25 - 45,Low,0,0.0,2,1,1,2013-02-11 04:13:47,2013-02-11 06:53:25,False,False,True,False,False,True,False
23,Less than 25,Low,0,-1.0,2,0,0,2013-10-01 06:26:22,2013-10-02 07:41:14,False,True,False,False,False,True,False
32,25 - 45,Medium,3,-1.0,5,1,1,2014-07-30 01:39:00,2014-09-05 08:35:07,False,False,False,False,False,True,False
34,25 - 45,Medium,5,-1.0,6,1,1,2014-02-13 07:02:45,2014-02-14 08:00:45,False,False,True,False,False,True,False
53,Greater than 45,Low,0,-1.0,1,0,0,2013-12-01 05:45:15,2013-12-02 01:31:10,False,True,False,False,False,True,True
31,25 - 45,Low,6,0.0,4,0,0,2013-04-06 05:10:18,2013-05-17 06:20:04,False,False,False,False,False,True,False
50,Greater than 45,Low,1,-1.0,1,1,1,2014-03-19 01:45:38,2014-03-24 07:17:06,False,True,False,False,False,True,True
25,25 - 45,Medium,5,-1.0,7,0,0,2013-12-07 11:35:44,2013-12-08 07:59:31,False,False,False,False,False,False,False
39,25 - 45,Low,2,0.0,3,1,0,2013-02-16 03:49:30,2013-02-16 08:09:00,False,False,False,False,False,True,False
24,Less than 25,Medium,6,-1.0,6,0,0,2013-01-30 07:28:56,2013-12-06 07:37:33,False,False,False,False,False,False,True
24,Less than 25,Medium,2,0.0,5,1,1,2013-08-25 03:34:47,2013-08-28 05:35:14,False,False,False,False,False,False,False
39,25 - 45,Medium,6,-1.0,6,0,0,2013-09-16 04:22:28,2013-09-17 01:52:57,False,True,False,False,False,True,False
27,25 - 45,High,12,-1.0,8,1,1,2013-04-15 05:42:56,2013-05-17 04:23:57,False,False,False,False,False,True,False
23,Less than 25,Low,0,0.0,2,0,0,2013-03-05 03:06:29,2013-03-05 06:43:38,False,False,False,False,False,True,False
48,Greater than 45,Low,0,0.0,1,0,0,2013-03-30 03:01:12,2013-03-31 06:57:38,False,False,False,False,False,True,True
30,25 - 45,Medium,21,-1.0,7,1,1,2013-02-19 03:27:39,2013-02-20 09:04:21,False,False,False,False,False,True,False
