ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,sex,race,age_cat,age,decile_score,score_text,priors_count,two_year_recid,is_recid,c_charge_degree
14931,M,WHITE,18-22,14,No,6.0,High,Less than HS diploma,0,Property,Less than 1 year,3.0,1.0,0.0,1.0,1.0,2,No,Yes,0,1,No,1,1,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,1,9,2,0,28.53846153846154,0.0769230797886848,0.0,0.0769230797886848,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,Caucasian,Less than 25,20.0,6.0,Medium,6.0,1,1,F
14932,M,BLACK,23-27,24,Yes,7.0,High,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,4.0,,1.0,0.0,3.0,2,Yes,No,2,1,Yes,0,2 or more,No,Yes,No,No,No,Yes,No,No,No,No,No,No,4 or more,1,0,0,39.71428571428572,0.0476190485060215,0.0,0.0,0.0,0.8896882494004796,2.189748201438849,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,8.0,0,0,F
14933,M,BLACK,33-37,16,No,6.0,High,High School Diploma,3 or more,Drug,More than 3 years,5.0,5.0,1.0,1.0,,1,No,No,3 or more,4 or more,Yes,0,2 or more,Yes,No,No,No,No,No,No,No,No,No,Yes,No,0,0,0,0,326.1666666666667,0.0,0.0,0.0,0.0,0.0464997445068983,0.3732754215636178,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,35.0,6.0,Medium,12.0,1,1,F
14934,M,BLACK,23-27,6,Yes,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,Less than 1 year,4.0,4.0,2.0,0.0,1.0,3,Yes,Yes,1,2,Yes,0,0,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,No,No,Yes,1,Male,African-American,Less than 25,25.0,5.0,Medium,11.0,1,1,F
14935,M,BLACK,23-27,20,No,9.0,Specialized,At least some college,0,Property,1-2 years,6.0,,2.0,,0.0,5 or more,No,No,1,4 or more,Yes,3 or more,0,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,0,0,0,1,,,,,,1.0,3.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,9.0,High,8.0,1,1,F
14936,F,BLACK,28-32,23,,5.0,Standard,At least some college,0,Property,Less than 1 year,2.0,3.0,0.0,1.0,0.0,1,No,No,0,1,No,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,No,Yes,No,1,Female,African-American,25 - 45,30.0,5.0,Medium,6.0,1,1,F
14937,M,BLACK,23-27,15,Yes,10.0,High,High School Diploma,3 or more,Other,Less than 1 year,7.0,,2.0,3.0,4.0,3,Yes,Yes,1,4 or more,No,2,1,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,2,0,0,0,27.0,0.25,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,25.0,10.0,High,16.0,1,1,M
14938,M,BLACK,23-27,20,No,8.0,Standard,Less than HS diploma,0,Property,More than 3 years,0.0,0.0,0.0,0.0,0.0,0,No,No,0,0,No,0,0,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0,0,0,0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,0,Male,African-American,Less than 25,25.0,8.0,High,0.0,0,0,F
14939,M,WHITE,33-37,17,No,7.0,High,High School Diploma,2,Property,More than 3 years,7.0,,0.0,,1.0,5 or more,No,No,1,3,No,1,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,40.9,0.0,0.0,0.0,0.0,0.5819070904645477,0.8930317848410757,No,Yes,Yes,No,No,0,Male,Caucasian,25 - 45,35.0,7.0,Medium,8.0,1,1,F
14940,M,WHITE,23-27,4,No,8.0,High,Less than HS diploma,1,Violent/Non-Sex,1-2 years,5.0,4.0,1.0,3.0,0.0,2,Yes,No,3 or more,2,Yes,1,0,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,1,24.40909090909091,0.0,0.0,0.0,0.0227272734045982,1.0,1.020251396648045,No,No,No,No,No,0,Male,Caucasian,Less than 25,25.0,8.0,High,13.0,0,0,F
14941,M,BLACK,23-27,6,No,5.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,7.0,3.0,0.0,4.0,1.0,1,No,Yes,2,3,No,3 or more,0,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,0,0,0,3 or more,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,5.0,Medium,15.0,1,1,F
14942,M,WHITE,23-27,16,No,10.0,Specialized,High School Diploma,0,Property,1-2 years,6.0,5.0,,2.0,2.0,2,No,No,1,4 or more,Yes,3 or more,2 or more,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,10 or more,0,0,5.276923076923077,0.0,0.0,0.0,0.0,0.3819241982507289,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,25.0,10.0,High,15.0,1,1,F
14943,M,BLACK,18-22,6,No,8.0,High,High School Diploma,0,Property,Less than 1 year,5.0,1.0,0.0,,0.0,1,No,No,2,0,No,2,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,1.0,2.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,20.0,8.0,High,6.0,1,1,F
14944,M,BLACK,23-27,10,No,5.0,High,High School Diploma,1,Property,1-2 years,2.0,4.0,0.0,3.0,1.0,2,No,No,1,2,No,2,1,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,2,71.11111111111111,0.0,0.0,0.0,0.0,1.0,1.712109375,No,No,No,No,No,0,Male,African-American,Less than 25,25.0,5.0,Medium,10.0,0,0,F
14945,M,WHITE,43-47,7,No,4.0,Standard,High School Diploma,1,,1-2 years,2.0,2.0,0.0,0.0,2.0,1,No,No,0,2,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,3,0,1,163.4285714285714,0.0,0.0,0.0,0.0,0.9816433566433568,0.3192744755244755,No,No,No,No,No,1,Male,Caucasian,25 - 45,45.0,4.0,Low,6.0,0,0,
14946,M,BLACK,23-27,15,No,8.0,High,At least some college,3 or more,,More than 3 years,2.0,0.0,0.0,1.0,1.0,0,No,No,0,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,5,0,0,36.63636363636363,0.0454545468091965,0.0,0.0,0.0,0.9423076923076924,0.2265818858560794,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,8.0,High,4.0,0,0,
14947,F,WHITE,23-27,23,,10.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,4.0,2.0,1.0,2.0,1.0,1,No,No,0,0,Yes,0,1,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,0,0,21.58333333333333,0.0416666679084301,0.0,0.0,0.0,0.583011583011583,1.41023166023166,Yes,Yes,No,Yes,No,1,Female,Caucasian,Less than 25,25.0,10.0,High,10.0,1,1,F
14948,M,WHITE,28-32,16,No,5.0,Standard,Less than HS diploma,2,Drug,Less than 1 year,6.0,,0.0,4.0,3.0,3,No,No,3 or more,4 or more,No,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,0,46.6,0.0,0.0,0.0,0.0,1.0,2.351394849785408,Yes,Yes,No,No,Yes,0,Male,Caucasian,25 - 45,30.0,5.0,Medium,13.0,1,1,F
14949,M,BLACK,18-22,12,No,7.0,High,High School Diploma,0,Property,Less than 1 year,5.0,1.0,0.0,1.0,0.0,4,No,No,0,1,No,0,0,No,No,No,No,Yes,No,No,Yes,No,No,No,No,3,0,0,1,,,,,,0.0,0.0,No,No,No,No,No,1,Male,African-American,Less than 25,20.0,7.0,Medium,7.0,0,0,F
14950,M,BLACK,23-27,12,No,7.0,High,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1.0,1.0,1.0,0.0,1.0,0,No,No,0,1,No,0,1,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,109.2307692307692,0.0,0.0,0.0,0.0,1.0,0.7716549295774647,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,4.0,0,0,F
14951,M,BLACK,23-27,21,No,6.0,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,3.0,0.0,1.0,1.0,1.0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,No,No,No,No,No,No,4 or more,4,0,1,28.55882352941176,0.0588235296308994,0.0,0.0,0.0,0.8218331616889805,1.128475798146241,No,No,No,No,No,0,Male,African-American,Less than 25,25.0,6.0,Medium,6.0,0,0,F
14952,M,WHITE,28-32,24,Yes,8.0,High,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,,,0.0,,4.0,5 or more,No,No,3 or more,4 or more,No,2,1,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,3,8,0,2,7.0,0.0833333358168602,0.0,0.0833333358168602,0.0,1.0,2.0,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,30.0,8.0,High,4.0,1,1,F
14953,F,BLACK,48 or older,12,,6.0,High,At least some college,2,Property,Greater than 2 to 3 years,,4.0,0.0,,0.0,4,No,No,3 or more,2,No,3 or more,0,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,0,0,3 or more,16.8,0.0,0.0,0.0,0.0,1.0,3.0,No,Yes,Yes,No,No,0,Female,African-American,Greater than 45,50.0,6.0,Medium,4.0,1,1,F
14954,M,WHITE,38-42,2,No,4.0,Standard,At least some college,0,Property,1-2 years,8.0,4.0,0.0,,1.0,4,No,No,3 or more,3,No,3 or more,1,Yes,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,,,,,,1.0,1.0,No,Yes,No,No,Yes,0,Male,Caucasian,25 - 45,40.0,4.0,Low,13.0,1,1,F
14955,M,BLACK,23-27,14,No,8.0,High,Less than HS diploma,1,Other,Less than 1 year,3.0,2.0,0.0,1.0,2.0,3,No,Yes,1,0,No,0,2 or more,No,No,Yes,No,No,No,No,No,No,No,No,No,0,6,0,0,10.31578947368421,0.0263157896697521,0.0,0.0,0.0,0.5051020408163265,0.9317602040816326,Yes,Yes,No,No,Yes,1,Male,African-American,Less than 25,25.0,8.0,High,8.0,1,1,M
14956,M,BLACK,23-27,8,Yes,6.0,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,1.0,1.0,1.0,0.0,0.0,0,No,Yes,1,0,Yes,0,0,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,0,0,0,0,104.0,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,6.0,Medium,3.0,1,1,F
14957,M,BLACK,18-22,20,No,7.0,High,High School Diploma,3 or more,Property,Less than 1 year,2.0,0.0,0.0,1.0,0.0,1,No,No,0,0,No,0,0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,1,0,0,0,301.0,0.0,0.0,0.0,0.0,1.0,1.820182724252492,No,No,No,No,No,1,Male,African-American,Less than 25,20.0,7.0,Medium,3.0,0,0,F
14958,M,WHITE,18-22,5,No,8.0,High,Less than HS diploma,0,Property,Less than 1 year,3.0,2.0,0.0,2.0,2.0,1,No,No,1,2,No,1,2 or more,No,No,No,No,No,No,No,No,No,Yes,No,No,4 or more,0,0,0,66.6,0.4000000059604645,0.2000000029802322,0.0,0.0,0.4714714714714714,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,20.0,8.0,High,9.0,1,1,F
14959,M,BLACK,28-32,15,No,5.0,,High School Diploma,2,Drug,Less than 1 year,3.0,5.0,0.0,0.0,4.0,2,No,Yes,2,2,No,0,2 or more,Yes,No,Yes,No,No,No,No,No,No,No,No,No,0,0,0,0,29.66666666666667,0.0,0.0,0.0,0.0,1.0,2.0,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,5.0,Medium,12.0,0,0,F
14960,M,BLACK,28-32,18,No,5.0,Specialized,Less than HS diploma,1,Violent/Sex,Greater than 2 to 3 years,4.0,3.0,0.0,0.0,1.0,3,No,No,1,2,No,0,0,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,4 or more,6,0,1,57.36363636363637,0.1818181872367859,0.0,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,30.0,5.0,Medium,8.0,1,1,F
14961,M,WHITE,28-32,17,No,7.0,High,High School Diploma,1,Drug,Greater than 2 to 3 years,2.0,4.0,0.0,2.0,3.0,2,No,No,2,2,No,1,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,3 or more,,,,,,0.0452674897119342,0.1878858024691358,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,30.0,7.0,Medium,11.0,1,1,F
14962,F,BLACK,28-32,11,,8.0,Standard,High School Diploma,1,Violent/Non-Sex,More than 3 years,7.0,4.0,,0.0,1.0,2,Yes,No,1,3,Yes,1,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,2,0,0,2,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,No,Yes,No,1,Female,African-American,25 - 45,30.0,8.0,High,12.0,1,1,F
14963,M,BLACK,38-42,3,No,9.0,Specialized,Less than HS diploma,3 or more,Property,More than 3 years,8.0,4.0,1.0,2.0,4.0,2,No,Yes,3 or more,2,No,1,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,0,5,0,0,124.6,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,40.0,9.0,High,19.0,1,1,F
14964,M,WHITE,18-22,24,No,6.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,6.0,1.0,0.0,3.0,0.0,4,No,No,2,1,No,1,0,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,4 or more,7,0,3 or more,107.7857142857143,0.1428571492433548,0.0,0.0,0.0,0.1385023194168323,0.7261431411530814,No,Yes,No,No,Yes,0,Male,Caucasian,Less than 25,20.0,6.0,Medium,10.0,1,1,F
14965,M,BLACK,23-27,6,Yes,10.0,Specialized,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,8.0,0.0,1.0,2.0,4.0,1,No,No,0,0,Yes,0,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,2,0,2,0,158.0,0.25,0.0,0.0,0.0,0.1819620253164557,0.2889636075949367,No,Yes,No,Yes,No,1,Male,African-American,Less than 25,25.0,10.0,High,15.0,1,1,F
14966,M,WHITE,48 or older,11,No,4.0,Standard,Less than HS diploma,3 or more,Property,1-2 years,,,2.0,4.0,3.0,2,No,No,3 or more,4 or more,Yes,1,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,41.1,0.0,0.0,0.0,0.0,0.4038929440389294,0.8886861313868613,Yes,Yes,No,Yes,No,1,Male,Caucasian,Greater than 45,50.0,4.0,Low,9.0,1,1,F
14967,M,BLACK,18-22,18,No,8.0,High,High School Diploma,1,Property,Greater than 2 to 3 years,5.0,2.0,1.0,1.0,2.0,2,No,Yes,0,1,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,Yes,0,0,0,1,796.5,0.5,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,20.0,8.0,High,11.0,1,1,F
14968,M,BLACK,23-27,9,No,7.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,9.0,,1.0,,3.0,2,No,No,1,2,No,3 or more,1,No,No,No,No,Yes,No,No,Yes,No,No,No,No,0,0,0,1,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,13.0,1,1,F
14969,M,BLACK,33-37,1,Yes,9.0,Specialized,At least some college,3 or more,Property,More than 3 years,3.0,3.0,0.0,2.0,2.0,1,No,Yes,2,0,No,2,0,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,4 or more,6,0,3 or more,63.30769230769231,0.3076923191547394,0.0,0.0,0.0,0.6476306196840826,0.8876063183475091,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,35.0,9.0,High,10.0,1,1,F
14970,M,WHITE,48 or older,14,No,6.0,High,Less than HS diploma,3 or more,Other,Greater than 2 to 3 years,8.0,4.0,1.0,2.0,,0,No,Yes,3 or more,3,Yes,1,2 or more,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,4,0,3 or more,47.52380952380953,0.0476190485060215,0.0,0.0476190485060215,0.0,1.0,0.3659819639278557,Yes,No,No,No,No,0,Male,Caucasian,Greater than 45,50.0,6.0,Medium,15.0,0,0,M
14971,M,WHITE,43-47,4,No,4.0,Standard,Less than HS diploma,3 or more,Drug,1-2 years,3.0,,2.0,1.0,2.0,5 or more,Yes,No,1,2,No,1,1,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,1,167.75,0.0,0.0,0.0,0.0,0.8077496274217586,0.5443368107302533,No,Yes,No,Yes,No,0,Male,Caucasian,25 - 45,45.0,4.0,Low,8.0,1,1,F
14972,M,WHITE,23-27,4,No,6.0,Specialized,High School Diploma,0,Violent/Sex,More than 3 years,1.0,0.0,0.0,0.0,0.0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0,10 or more,1,3 or more,35.52,0.0,0.0,0.0,0.0,0.8074324324324325,2.879222972972973,No,No,No,No,No,1,Male,Caucasian,Less than 25,25.0,6.0,Medium,1.0,0,0,F
14973,M,BLACK,18-22,6,No,10.0,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,5.0,0.0,0.0,2.0,1.0,2,No,Yes,1,0,No,1,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,20.0,10.0,High,8.0,1,1,M
14974,M,WHITE,23-27,20,No,9.0,Specialized,High School Diploma,3 or more,,Less than 1 year,8.0,1.0,1.0,1.0,3.0,4,No,No,1,2,No,2,2 or more,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,1,1,204.5,0.5,0.0,0.0,0.0,0.0660146699266504,0.8930317848410757,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,25.0,9.0,High,14.0,1,1,
14975,F,WHITE,23-27,8,,8.0,High,At least some college,0,,1-2 years,4.0,0.0,0.0,0.0,2.0,2,No,No,2,0,No,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,10 or more,0,2,87.6,0.0,0.0,0.0,0.0,0.0601217656012177,0.5559360730593608,No,No,No,No,No,1,Female,Caucasian,Less than 25,25.0,8.0,High,6.0,0,0,
14976,F,WHITE,33-37,16,,5.0,Standard,High School Diploma,3 or more,Property,1-2 years,3.0,1.0,1.0,1.0,1.0,0,No,No,2,0,No,1,0,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,3,7,3 or more,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Female,Caucasian,25 - 45,35.0,5.0,Medium,7.0,0,0,F
14977,M,WHITE,28-32,24,No,7.0,High,Less than HS diploma,3 or more,Property,1-2 years,5.0,,0.0,1.0,1.0,5 or more,No,No,1,3,No,0,1,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,0,0,0,245.8,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,30.0,7.0,Medium,7.0,1,1,F
14978,M,BLACK,23-27,9,No,8.0,High,High School Diploma,0,Property,Less than 1 year,8.0,3.0,0.0,3.0,1.0,5 or more,No,No,0,2,No,3 or more,0,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,4 or more,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,8.0,High,15.0,1,1,F
14979,M,BLACK,33-37,4,Yes,6.0,High,High School Diploma,3 or more,,1-2 years,,3.0,,0.0,,3,Yes,Yes,2,1,Yes,0,2 or more,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,6,0,0,91.0,0.0,0.0,0.0,0.0,0.9890109890109892,1.0,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,6.0,Medium,3.0,0,0,
14980,M,WHITE,23-27,6,No,7.0,High,High School Diploma,3 or more,Drug,Less than 1 year,4.0,,2.0,1.0,3.0,5 or more,No,No,1,1,Yes,0,1,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0,0,0,3 or more,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,25.0,7.0,Medium,10.0,1,1,F
14981,M,WHITE,23-27,24,No,8.0,High,Less than HS diploma,2,Drug,1-2 years,2.0,1.0,0.0,0.0,3.0,1,No,Yes,0,0,No,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,3,6,0,2,36.5925925925926,0.0,0.0,0.0,0.0,0.8937246963562753,0.3696862348178138,No,No,No,No,No,1,Male,Caucasian,Less than 25,25.0,8.0,High,6.0,0,0,F
14982,M,BLACK,28-32,5,Yes,7.0,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,2.0,3.0,2.0,1.0,0.0,1,No,Yes,2,2,Yes,1,0,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,0,2,0,1,60.625,0.125,0.0,0.0,0.0,1.0,2.259278350515464,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,30.0,7.0,Medium,8.0,1,1,F
14983,M,BLACK,23-27,7,No,,High,Less than HS diploma,0,Violent/Non-Sex,1-2 years,3.0,2.0,1.0,0.0,0.0,1,No,Yes,0,1,No,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,4 or more,0,0,3 or more,,,,,,1.0,1.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,,,6.0,1,1,F
14984,M,BLACK,18-22,1,Yes,7.0,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,1.0,0.0,1.0,0.0,0.0,0,No,No,0,0,No,0,0,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,4 or more,0,0,3 or more,58.92307692307692,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,No,No,Yes,1,Male,African-American,Less than 25,20.0,7.0,Medium,2.0,1,1,F
14985,M,BLACK,48 or older,21,No,2.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,7.0,,0.0,,1.0,5 or more,No,No,1,4 or more,No,3 or more,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Greater than 45,50.0,2.0,Low,8.0,1,1,F
14986,M,BLACK,23-27,6,No,7.0,High,High School Diploma,1,Violent/Non-Sex,More than 3 years,2.0,0.0,1.0,0.0,1.0,0,No,No,0,1,No,0,1,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,2,0,0,0,64.6,0.0,0.0,0.0,0.0,0.9721362229102168,0.3769349845201239,No,No,No,No,No,0,Male,African-American,Less than 25,25.0,7.0,Medium,4.0,0,0,F
14987,F,BLACK,23-27,19,,5.0,Standard,At least some college,3 or more,Violent/Non-Sex,Less than 1 year,4.0,1.0,1.0,1.0,0.0,2,No,Yes,2,0,No,0,0,Yes,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,1,98.33333333333331,0.0,0.0,0.0,0.0,1.0,0.6190677966101695,No,Yes,No,No,Yes,0,Female,African-American,Less than 25,25.0,5.0,Medium,7.0,1,1,F
14988,M,WHITE,23-27,14,No,,,Less than HS diploma,0,,Less than 1 year,4.0,3.0,0.0,0.0,3.0,3,No,No,2,1,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,0,Male,Caucasian,Less than 25,25.0,,,10.0,0,0,
14989,M,BLACK,28-32,15,No,5.0,Standard,Less than HS diploma,0,Drug,Less than 1 year,7.0,1.0,2.0,0.0,2.0,3,No,Yes,3 or more,3,No,0,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,10 or more,0,2,21.94117647058824,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,30.0,5.0,Medium,12.0,1,1,F
14990,M,BLACK,23-27,18,Yes,6.0,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,5.0,,1.0,1.0,0.0,5 or more,Yes,No,2,2,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,0,Male,African-American,Less than 25,25.0,6.0,Medium,7.0,0,0,F
14991,M,WHITE,28-32,12,No,6.0,High,At least some college,0,Drug,Less than 1 year,8.0,,1.0,1.0,4.0,3,No,No,1,1,No,0,2 or more,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,2,0,0,0,62.5,0.0,0.0,0.0,0.0,1.0,1.948,No,Yes,No,Yes,No,0,Male,Caucasian,25 - 45,30.0,6.0,Medium,14.0,1,1,F
14992,M,BLACK,23-27,21,No,8.0,High,High School Diploma,1,Drug,1-2 years,7.0,2.0,0.0,1.0,4.0,1,No,Yes,1,1,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,10 or more,0,0,28.38095238095238,0.0714285746216774,0.0,0.0,0.0,1.0,1.225671140939597,No,Yes,No,No,Yes,1,Male,African-American,Less than 25,25.0,8.0,High,14.0,1,1,F
14993,M,BLACK,23-27,8,No,5.0,Standard,Less than HS diploma,3 or more,,Less than 1 year,4.0,2.0,1.0,1.0,2.0,1,No,No,0,1,Yes,0,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,0,1,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,25.0,5.0,Medium,10.0,1,1,
14994,M,WHITE,23-27,7,Yes,9.0,Specialized,High School Diploma,0,,Greater than 2 to 3 years,4.0,1.0,0.0,3.0,1.0,2,No,Yes,0,1,No,0,0,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4 or more,3,1,2,38.8,0.300000011920929,0.0,0.2000000029802322,0.0,1.0,2.82409793814433,No,Yes,No,Yes,No,1,Male,Caucasian,Less than 25,25.0,9.0,High,9.0,1,1,
